,Retail_Product_Level1Name,Retail_Product_Color,Retail_Product_Size,Retail_Product_Style,Retail_Product_Name,Retail_Product_SKU,Retail_SOHQTY,Retail_CCQTY,_merge,Diff,Unders
2571,VESTUARIO,ROSA,6,CALÇA,CALCA C8 PRD WIDE INFA INK BARRA DESFIAD,9405680001,1,0,left_only,-1,1
2572,VESTUARIO,AZUL,P,KIT CALCINHA,KIT CALCINHA CR SLO ELLA LISO MARINHO P,9679470001,1,1,both,0,0
2573,VESTUARIO,ROSA,GG,KIT CALCINHA,CALCINHA CJ PRD ELLA LISO ROSA GG ROSA M,9456180002,1,1,both,0,0
2574,VESTUARIO,JEANS,40,BOTTOM CURTO JEANS,SHORT JEANS CRN SLO INK BASICO STONADO L,9383990007,3,0,left_only,-3,3
2575,VESTUARIO,CHOCOLATE,44,SOUTIEN / TOP,SOUTIEN BASE ALONGA ESS C9 PRD LISO CHOC,9316910003,2,1,both,-1,1
2576,BELEZA,OTHER,OTHER,PERFUME,DESODORANTE COLONIA MASCULINA FABIO JR,9216240000,3,3,both,0,0
2577,ELETRO-ELETRONICOS,OTHER,OTHER,TABLET WIFI ANDROID,TAB POSITIVO TWIST 7 WIFI 32GB 1GB RAM,8776700000,3,3,both,0,0
2578,VESTUARIO,JEANS,36,CALÇA JEANS,CALCA JEANS CRN MSA INK JOGGER JEANS BAS,9532910007,1,0,left_only,-1,1
2579,VESTUARIO,ROSA,42,SOUTIEN / TOP,2 SOUTIENS APP TRS COM BOJO POA REF 4287,7744280006,1,0,left_only,-1,1
2580,VESTUARIO,JEANS,46,TOP PLUS,BLUSA MANGA CURTA JEANS PS PRD INK MANGA,9422240004,3,1,both,-2,2
2581,BELEZA,OTHER,OTHER,CONDICIONADOR,CONDICIONADOR JEQUITI FYO PROFISSIONAL L,9631250000,4,4,both,0,0
2582,VESTUARIO,CINZA,M,SHORT DOLL,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9577770006,2,2,both,0,0
2583,ELETRO-ELETRONICOS,OTHER,OTHER,SAMSUNG,SAMS GALAXY A22 BRANCO 128GB SM A225MZWG,9255350000,1,1,both,0,0
2584,VESTUARIO,JEANS,42,BERMUDA JEANS,BERMUDA JEANS INK LISO 02ma00661 JEANS 4,9571200002,2,0,left_only,-2,2
2585,VESTUARIO,PRETO,UNICO,ÓCULOS ACETATO,OCULOS  C5 MSA MAIS ACESSORIOS MASC ACE,9682460001,1,1,both,0,0
2586,VESTUARIO,PRETO,44,BERMUDA SARJA,BERMUDA SARJA CRN MSA INK 5 POCKETS  LIS,9498160005,2,0,left_only,-2,2
2587,VESTUARIO,JEANS,M,JAQUETA JEANS,JAQUETA MANGA LONGA EVT PAIS JEANS CRN P,9486520006,1,0,left_only,-1,1
2588,VESTUARIO,VERMELHO,12,REVENDEDORES,SHORT  INFA INK SARJA ESTAMPADO CORACOES,8697230002,1,0,left_only,-1,1
2589,VESTUARIO,JEANS,36,INTEIRO,JARDINEIRA JEANS CRN PRD INK VINTAGE RET,9480840002,1,0,left_only,-1,1
2590,VESTUARIO,JEANS,42,CALÇA JEANS,CALCA JEANS JV PRD INK CALCA  JV PRD INK,9561530001,2,1,both,-1,1
2591,VESTUARIO,JEANS,46,CALÇA JEANS,CALCA JEANS CRN MSA INK AMACIADAUSEDSTON,9578080006,1,0,left_only,-1,1
2592,VESTUARIO,JEANS,36,CALÇA JEANS,CALCA CM MSA INK LAVAGEM COM USED FILIGR,9440420006,1,0,left_only,-1,1
2593,VESTUARIO,CHOCOLATE,50,SOUTIEN / TOP,SOUTIEN APP SUS POWER MFB TRS CHOCOLATE,7813310004,1,1,both,0,0
2594,BELEZA,OTHER,OTHER,PERFUME,COLONIA DESODORANTE FEMININA PATRICIA AB,8686730000,33,32,both,-1,1
2595,VESTUARIO,JEANS,38,CALÇA JEANS,CALCA JEANS CRN MSA MARCA DE TERCEIROS M,9452880002,1,1,both,0,0
2596,VESTUARIO,ROXO,38,CALÇA JEANS,CALCA JEANS CRN MSA INK RASGOS BARRA VIR,9427150008,2,0,left_only,-2,2
2597,VESTUARIO,PRETO,8,INTEIRO,SALOPETE SEM MANGA INFA C8 SLO DISNEY V,9389550003,1,0,left_only,-1,1
2598,ELETRO-ELETRONICOS,OTHER,OTHER,KIT FEMININO DOURADO,RELOGIO CONDOR FEM DOURADO KIT COLAR   B,9541570000,2,2,both,0,0
2599,VESTUARIO,JEANS,46,SAIA,BERMUDA JEANS CF MSA INK MOM MEIA COXA L,9592970007,2,0,left_only,-2,2
2600,VESTUARIO,ROSA,G,KIT CALCINHA,CALCINHA CR PRD ELLA CANDY FLOWERS ESTAM,9388950001,1,1,both,0,0
2601,VESTUARIO,BRANCO,42,SOUTIEN / TOP,SOUTIEN CR ELLA BORBOLETA AVULSO LISO BR,9454170004,2,0,left_only,-2,2
2602,VESTUARIO,JEANS,38,BOTTOM CURTO JEANS,SHORT JEANS CRN SLO INK BASICO AMACIADO,9384030003,4,1,both,-3,3
2603,ELETRO-ELETRONICOS,OTHER,OTHER,KIT MASCULINO EMBORRACHADO,RELOGIO LINCE MASC EMBORRACHADO KIT CANI,9535570000,1,1,both,0,0
2604,VESTUARIO,BRANCO,P,SHORT DOLL,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9653240004,2,2,both,0,0
2605,VESTUARIO,PINK,8,CALÇA,CALCA C8 PRD INFA INK COM BOTOES COLORID,9483660006,1,1,both,0,0
2606,VESTUARIO,JEANS,4,BERMUDA,BERMUDA C8 PRD INK BERMUDA INFO USED E E,9686500003,1,0,left_only,-1,1
2607,BELEZA,OTHER,OTHER,PERFUME,COLONIA DESODORANTE MASCULINA MALTE EXTR,8687060000,4,3,both,-1,1
2608,VESTUARIO,DOURADO,UNICO,ÓCULOS INF METAL,OCULOS  C5 MSA MAIS ACESSORIOS INFA META,9683220001,1,1,both,0,0
2609,BELEZA,OTHER,OTHER,ESMALTE,ESMALTE  WL VULT VULT ESMALTE 5F MEU JEI,9032550000,2,2,both,0,0
2610,VESTUARIO,JEANS,48,CALÇA JEANS,CALCA CM SLO INK SLIM AMACIADA 5 POCKETS,9440390004,3,0,left_only,-3,3
2611,VESTUARIO,PRETO,14,BERMUDA,BERMUDA C8 PRD JUVO INK FULL PRINT BOLSO,9405790003,2,0,left_only,-2,2
2612,VESTUARIO,PRETO,12,BERMUDA,BERMUDA C8 PRD JUVO INK FULL PRINT BOLSO,9405790002,1,0,left_only,-1,1
2613,VESTUARIO,ROXO,GG,CALCINHA / BOTTOM,3 CALCINHAS APP TRS BIQUINI COTTON LISO,8831750006,3,3,both,0,0
2614,VESTUARIO,JEANS,40,BOTTOM CURTO JEANS,BERMUDA JEANS CRN MSA INK USED BARRA DES,9573020005,4,3,both,-1,1
2615,VESTUARIO,BEGE,34/39,MEIA CASUAL/ESPORTIVA,2 PARES MEIA INVISIVEL ACC SLO FLORAL CI,9501950001,2,0,left_only,-2,2
2616,VESTUARIO,BEGE,EG,MEIA SINTÉTICA,MEIA CALCA APP ACC FCX FIO20 NATURAL REF,8935470004,1,1,both,0,0
2617,VESTUARIO,VERMELHO,M,SHORT DOLL,SHORT DOLL SEM MANGA CJ ELLA LISO VERMEL,9673640003,2,2,both,0,0
2618,VESTUARIO,JEANS,46,BOTTOM CURTO JEANS,SHORT JEANS CRN SLO INK BASICO STONADO L,9383990004,2,1,both,-1,1
2619,ELETRO-ELETRONICOS,OTHER,OTHER,KIT MASCULINO PRATA,RELOGIO MONDAINE MASC DOURADO KIT CANIVE,9460290000,1,1,both,0,0
2620,VESTUARIO,JEANS,36,CALÇA JEANS,CALCA JEANS CRN PRD INK USED TANK BARRA,9480860001,1,0,left_only,-1,1
2621,VESTUARIO,VERDE,52,TOP PLUS,JAQUETA MANGA LONGA SARJA PS PRD INK CAP,9427870001,1,0,left_only,-1,1
2622,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS  BIO MARCA DE TERCEIROS Flar,9697880003,2,0,left_only,-2,2
2623,VESTUARIO,PRETO,UNICO,ÓCULOS ACETATO,OCULOS C5 MSA MAIS ACESSORIOS FEM ACE PR,9687930001,1,1,both,0,0
2624,VESTUARIO,JEANS,4,CALÇA,CALCA C8 PRD COS ELASTICO INFO INK STONE,9405900001,1,0,left_only,-1,1
2625,VESTUARIO,ROSA,42,SOUTIEN / TOP,SOUTIEN CR SLO ELLA RENDA  LISO ROSA 42,9647260002,3,3,both,0,0
2626,VESTUARIO,ROSA,38,CALÇA JEANS,CALCA  CRN MSA INK BARRA NAVALHADA LISO,9479850001,2,2,both,0,0
2627,VESTUARIO,VERDE,40,CALÇA SARJA,CALCA SARJA CRN MSA INK PUSH UP BOLSO SE,9415770001,2,0,left_only,-2,2
2628,VESTUARIO,PRETO,40,BERMUDA SARJA,BERMUDA JEANS CRN MSA INK CHINO LISO 220,9578790009,1,0,left_only,-1,1
2629,VESTUARIO,CINZA,GG,SHORT DOLL,SHORT DOLL MANGA CURTA JV CN GARFIELD ES,9669650008,1,1,both,0,0
2630,VESTUARIO,AZUL,52,SOUTIEN / TOP,SOUTIEN APP OLIMPO TRS FIRANTELA FLORAL,8541960003,1,0,left_only,-1,1
2631,VESTUARIO,VINHO,G,CALCINHA / BOTTOM,CALCINHA APP TRS CAVADA ABRUPT VINHO REF,8267990002,3,1,both,-2,2
2632,VESTUARIO,ROSA,48,SOUTIEN / TOP,SOUTIEN TG P1 POA ROSA PTO LIV C7 48 ROS,9623180003,5,2,both,-3,3
2633,VESTUARIO,JEANS,34,CALÇA JEANS,CALCA JEANS CRN PRD INK DELAVE RASGOS LI,9412480001,1,0,left_only,-1,1
2634,VESTUARIO,PRETO,P,KIT CALCINHA,2 CALCINHAS MFB CJ SLO HANK PANK FIOI RO,9644110004,2,2,both,0,0
2635,VESTUARIO,CINZA,G,SHORT DOLL,SHORT DOLL MANGA CURTA JV CN SLO ELLA ES,9258320001,1,1,both,0,0
2636,VESTUARIO,BEGE,38,CALÇA SARJA,CALCA CM SARJA INK BEGE EASE SLIM 5 POCK,9287170002,2,0,left_only,-2,2
2637,VESTUARIO,PRETO,40,CAMISOLA / ROBE,CAMISOLA SEM MANGA CJ SLO ELLA POA ESTAM,9648990001,1,1,both,0,0
2638,VESTUARIO,JEANS,48,INTEIRO PLUS,MACAQUINHO SEM MANGA JEANS PS PRD INK CO,9481000002,1,2,both,1,0
2639,VESTUARIO,JEANS,44,BERMUDA JEANS,BERMUDA JEANS CRN PRD INK cordao rasgos,9578960004,2,0,left_only,-2,2
2640,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA CM PRD INK LAVAGEM COM USED BIGODE,9440950002,1,1,both,0,0
2641,VESTUARIO,PRETO,UNICO,ÓCULOS ACETATO,OCULOS  C5 MSA MAIS ACESSORIOS FEM ACE P,9682690001,1,1,both,0,0
2642,VESTUARIO,JEANS,36,BOTTOM CURTO JEANS,SHORT JEANS JV MSA INK BARRA CHUVEIRINHO,9167460002,3,0,left_only,-3,3
2643,VESTUARIO,JEANS,42,CALÇA JEANS,CALCA JEANS CRN PRD INK USED RASGOS BARR,9412360004,1,1,both,0,0
2644,VESTUARIO,JEANS,38,INTEIRO,JARDINEIRA JEANS CRN PRD INK VINTAGE RET,9480840001,1,0,left_only,-1,1
2645,VESTUARIO,AZUL,38,BERMUDA SARJA,BERMUDA JEANS CDD SLO INK BERMUDA COLOR,9556670001,1,0,left_only,-1,1
2646,VESTUARIO,BRANCO,GG,CAMISOLA / ROBE,CAMISOLA MANGA CURTA JV CN PRD ELLA FIVE,9654600002,2,5,both,3,0
2647,VESTUARIO,JEANS,50,CALÇA JEANS PLUS,CALCA JEANS PS PRD INK COM PUNHO E AMARR,9481130005,3,0,left_only,-3,3
2648,VESTUARIO,PRETO,G,CALCINHA / BOTTOM,CALCINHA STRING ABERTA LATERAL CJ PRD EL,9663070003,2,2,both,0,0
2649,ELETRO-ELETRONICOS,OTHER,OTHER,KIT FEMININO DOURADO,RELOGIO LINCE FEMIN DOURADO P5 COM KIT C,9285000000,1,1,both,0,0
2650,VESTUARIO,PRETO,46,SOUTIEN / TOP,SOUTIEN CJ MSA ELLA BASE BICOLOR PRETO 4,9469200004,2,2,both,0,0
2651,VESTUARIO,PRETO,46,SOUTIEN / TOP,SOUTIEN CJ ELLA RENDA PRETA FORRO PINK L,9560440004,1,1,both,0,0
2652,VESTUARIO,ROSA,M,SHORT DOLL,SHORT DOLL MANGA CURTA CR SLO ELLA STAY,9470230003,3,2,both,-1,1
2653,VESTUARIO,JEANS,36,CALÇA JEANS,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9663570006,1,0,left_only,-1,1
2654,VESTUARIO,BRANCO,34-39,MEIA CASUAL/ESPORTIVA,3 PARES MEIA CURTA APP ACC FCX 3 BRANCAS,8964780001,16,2,both,-14,14
2655,VESTUARIO,VERMELHO,P,CALCINHA / BOTTOM,CALCINHA CR MSA ELLA RENDA CINTURA LISO,9390670004,1,0,left_only,-1,1
2656,VESTUARIO,JEANS,42,CALÇA JEANS,CALCA JEANS CRN MSA MARCA DE TERCEIROS M,9452880004,1,1,both,0,0
2657,VESTUARIO,PRETO,48,SOUTIEN / TOP,SOUTIEN APP TRS OLIMPO BOURBON PRETO ESP,8069910002,2,0,left_only,-2,2
2658,VESTUARIO,VERMELHO,35/36,CHINELOS,CHINELO ABERTO EVA ACC SLO LOVER VERMELH,9529680001,1,1,both,0,0
2659,VESTUARIO,VINHO,G,KIT CALCINHA,CALCINHA CJ SLO ELLA LISO VINHO G VINHO,9644090006,6,5,both,-1,1
2660,VESTUARIO,JEANS,54,BOTTOM CURTO JEANS PLUS,SHORT JEANS PS MSA INK USED BARRA VIRADA,9480990004,1,0,left_only,-1,1
2661,VESTUARIO,JEANS,36,CALÇA JEANS,CALCA JEANS CRN MSA INK FIVE POCKETS USE,9384130001,2,2,both,0,0
2662,ELETRO-ELETRONICOS,OTHER,OTHER,SAMSUNG,SAMS GALAXY M12 64GB VERDE SM M127FZGKZT,9196590000,1,1,both,0,0
2663,VESTUARIO,PRETO,52,BERMUDOL/SHORT DOLL,SHORT DOLL TG AMERICANO PTO OFF JIN C7 5,9590190008,2,1,both,-1,1
2664,VESTUARIO,PRETO,44,SOUTIEN / TOP,SOUTIEN CJ MSA ELLA BASE BICOLOR PRETO 4,9469200003,3,2,both,-1,1
2665,VESTUARIO,PRETO,48,SOUTIEN / TOP,SOUTIEN APP TRS POA PRETO REF  61411   D,8853740002,5,5,both,0,0
2666,VESTUARIO,VERMELHO,P,CAMISOLA / ROBE,CAMISOLA MANGA CURTA JV CN PRD DISNEY V,9590660004,3,3,both,0,0
2667,VESTUARIO,BRANCO,34,CALÇA SARJA,CALCA  JV INK VISTA ABOTOADA  LISO BRANC,9167330001,1,1,both,0,0
2668,VESTUARIO,JEANS,46,CALÇA JEANS PLUS,CALCA JEANS PS MSA INK BASICA COM CONTRA,9480730001,2,2,both,0,0
2669,VESTUARIO,BEGE,36,CALÇA SARJA,CALCA CM SARJA INK BEGE EASE SLIM 5 POCK,9287170001,1,0,left_only,-1,1
2670,VESTUARIO,AZUL,P,KIT CALCINHA,CALCINHA CR SLO ELLA ESTAMPADO AZUL P AZ,9707380003,2,2,both,0,0
2671,VESTUARIO,ROSA,M,KIT CALCINHA,2 CALCINHAS BIQUNI  CR MSA RENDA RUSTICA,9692930001,2,2,both,0,0
2672,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9697860006,2,0,left_only,-2,2
2673,VESTUARIO,AZUL,48,SOUTIEN / TOP,SOUTIEN C7 ELLA ESTAMPADO AZUL 48 AZUL E,9320460003,5,5,both,0,0
2674,VESTUARIO,MARROM,UNICO,ÓCULOS ACETATO,OCULOS  C5 MAIS ACESSORIOS OCULOS FEM AC,9717430001,1,1,both,0,0
2675,VESTUARIO,PRETO,M,KIT CALCINHA,CALCINHA  C9 SLO ELLA LISO PRETO M PRETO,9657660003,0,0,left_only,0,0
2676,VESTUARIO,JEANS,44,BOTTOM CURTO JEANS,SHORT CY SAW EVT LAN MARCA DE TERCEIROS,9703570005,1,1,both,0,0
2677,VESTUARIO,JEANS,38,CALÇA JEANS,CALCA JEANS CRN SLO INK BASICA STONE  LI,9383920002,7,2,both,-5,5
2678,VESTUARIO,PRETO,UNICO,ÓCULOS ACETATO,OCULOS FEM ACE PRETO REDONDO FUME DEGRAD,9497180001,2,1,both,-1,1
2679,VESTUARIO,JEANS,34,CALÇA JEANS,CALCA JEANS CRN MSA INK VISTA ABOTOADA R,9415730003,1,0,left_only,-1,1
2680,VESTUARIO,BEGE,40,SOUTIEN / TOP,SOUTIEN  C9 PRD ELLA BORBOLETA LISO BEGE,9380880001,2,1,both,-1,1
2681,VESTUARIO,VERDE,46,SOUTIEN / TOP,SOUTIEN CR SLO ELLA RENDA  LISO VERDE 46,9647240004,1,1,both,0,0
2682,VESTUARIO,JEANS,42,BERMUDA JEANS,BERMUDA JEANS CRN PRD INK cordao rasgos,9578960003,2,0,left_only,-2,2
2683,VESTUARIO,VERMELHO,GG,KIT CALCINHA,CALCINHA CJ  ELLA VERMELHO E PRETO  LISO,9339240002,1,1,both,0,0
2684,VESTUARIO,JEANS,42,CALÇA JEANS,CALCA CM MSA INK SLIM LAVAGEM COM USED B,9440770004,2,2,both,0,0
2685,VESTUARIO,PRETO,48,SOUTIEN / TOP,2 SOUTIENS APP AMAMENTACAO APP TRS LISO,8462510004,2,2,both,0,0
2686,VESTUARIO,JEANS,38,CALÇA JEANS,CALCA JEANS CRN PRD INK VISTA ABOTOADA U,9412370001,3,0,left_only,-3,3
2687,VESTUARIO,JEANS,44,CALÇA JEANS,CALCA CY SAW MARCA DE TERCEIROS WIDE LEG,9692390004,1,1,both,0,0
2688,VESTUARIO,VERMELHO,P,CAMISOLA / ROBE,CAMISOLA APP SEM MANGA SNS SLO ELLA DIVI,8830380004,1,1,both,0,0
2689,VESTUARIO,ROSA,M,KIT CALCINHA,CALCINHA JV CN SLO ELLA PANDA ESTAMPADO,9456490003,1,1,both,0,0
2690,VESTUARIO,MARROM,40,CALÇA SARJA,CALCA CM MSA EVT MARROM EMP LCM INK MAR,9440730005,3,0,left_only,-3,3
2691,VESTUARIO,PRETO,38,BOTTOM CURTO SARJA,BERMUDA SARJA CRN MSA INK BARRA CHUVEIRI,9642850002,2,2,both,0,0
2692,VESTUARIO,JEANS,46,CALÇA JEANS PLUS,CALCA JEANS PS PRD INK USED TANK UNHA DE,9481070001,2,0,left_only,-2,2
2693,BELEZA,OTHER,OTHER,DEMAQUILANTE / PRIMER,VULT AGUA MICELAR FACIAL 180ML,9384890000,1,0,left_only,-1,1
2694,VESTUARIO,JEANS,46,CALÇA JEANS,CALCA JEANS CRN MSA INK AMCIADAUSEDSTONE,9578060005,3,0,left_only,-3,3
2695,BELEZA,OTHER,OTHER,SHAMPOO,SHAMPOO JEQUITI FYO PROFISSIONAL LISO PR,9428490000,4,4,both,0,0
2696,VESTUARIO,CINZA,P,BERMUDOL/SHORT DOLL,BERMULDOLL MANGA CURTA CR PRD ELLA  CINZ,9656040001,1,1,both,0,0
2697,VESTUARIO,PRETO,46,SOUTIEN / TOP,SOUTIEN APP SNS SLO PP BASE LUTESTIL PRE,7575530004,4,2,both,-2,2
2698,VESTUARIO,PRETO,48,SOUTIEN / TOP,SOUTIEN TG P1 CANELADO PTO ERI C7 48 PRE,9320470002,0,0,left_only,0,0
2699,VESTUARIO,JEANS,44,BOTTOM CURTO JEANS,SHORT JEANS CRN PRD INK COM AMARRACAO LI,9480220005,2,0,left_only,-2,2
2700,VESTUARIO,BRANCO,34/39,MEIA CASUAL/ESPORTIVA,MEIA CP FCX MAIS ACESSORIOS SAPATILHA ES,9306290001,7,1,both,-6,6
2701,VESTUARIO,MARROM,8,CALÇA,CALCA  PRD JOGGER CARGO INFO EVT LCM CAR,9405910003,3,1,both,-2,2
2702,VESTUARIO,PRETO,50,BOTTOM CURTO SARJA PLUS,BERMUDA SARJA PS SLO INK ABERTURA BARRA,9383790003,1,1,both,0,0
2703,VESTUARIO,ROXO,M,CALCINHA / BOTTOM,3 CALCINHAS APP BIQUINI TRS COTTON LISO,9091550002,1,0,left_only,-1,1
2704,VESTUARIO,JEANS,8,BERMUDA,BERMUDA C8 PRD INFO INK SUPER STONE COM,9483850003,1,0,left_only,-1,1
2705,VESTUARIO,PRETO,GG,CALCINHA / BOTTOM,3 CALCINHAS APP TRS MFB REF 51509 K5 LIS,8719590003,2,1,both,-1,1
2706,VESTUARIO,JEANS,34,JAQUETA/COLETE,JAQUETA MANGA LONGA JEANS CRN PRD CROPPE,9671350007,1,1,both,0,0
2707,VESTUARIO,JEANS,46,BOTTOM CURTO JEANS PLUS,BERMUDA JEANS PS PRD INK MALHA DENIN AMA,9481210003,2,1,both,-1,1
2708,VESTUARIO,JEANS,44,CALÇA JEANS,CALCA JEANS CDD PRD INK USED TANK LISO C,9479890004,1,0,left_only,-1,1
2709,VESTUARIO,BRANCO,M,CALCINHA / BOTTOM,3 CALCINHAS APP TRS MFB GATINHOS BRC PIN,7797270002,2,2,both,0,0
2710,VESTUARIO,VINHO,40,SOUTIEN / TOP,SOUTIEN CJ MSA ELLA BICOLOR VINHO 40 VIN,9687070005,1,1,both,0,0
2711,VESTUARIO,JEANS,42,CALÇA JEANS,CALCA JEANS  BIO MARCA DE TERCEIROS Flar,9697880006,2,0,left_only,-2,2
2712,VESTUARIO,JEANS,4,BERMUDA,BERMUDA C8 SLO INFO INK AMACIADA COM USE,9435790001,1,0,left_only,-1,1
2713,VESTUARIO,JEANS,36,CALÇA JEANS,CALCA CM MSA INK LAVAGEM COM USED E DIRT,9440760006,1,1,both,0,0
2714,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS CRN SLO INK BASICA STONE  LI,9383880003,6,0,left_only,-6,6
2715,VESTUARIO,AZUL,38,CALÇA JEANS,CALCA JEANS CRN MSA INK CALCA MASC AMACI,9756230001,1,0,left_only,-1,1
2716,VESTUARIO,AZUL,GG,SHORT DOLL,SHORT DOLL MANGA CURTA JV CN EVT NAMO EL,9561230002,3,3,both,0,0
2717,VESTUARIO,JEANS,46,CALÇA JEANS,CALCA JEANS CRN MSA INK Stone  Used Bigo,9456310002,0,0,left_only,0,0
2718,VESTUARIO,JEANS,36,CALÇA JEANS,CALCA JEANS CRN PRD MARCA DE TERCEIROS C,9483370001,1,0,left_only,-1,1
2719,VESTUARIO,PRETO,M,KIT CALCINHA,KIT P1 GALISTEU M PRETO,8516970002,4,2,both,-2,2
2720,VESTUARIO,JEANS,44,CALÇA JEANS,CALCA JEANS JV PRD INK MARMORIZADO RASGO,9412590006,1,0,left_only,-1,1
2721,VESTUARIO,BRANCO,G,SHORT DOLL,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9653240003,3,3,both,0,0
2722,VESTUARIO,JEANS,48,CALÇA JEANS,CALCA CM MSA INK SLIM LAVAGEM COM BIGODE,9440880007,2,0,left_only,-2,2
2723,VESTUARIO,ROSA,34/39,MEIA CASUAL/ESPORTIVA,3 PARES MEIA CURTA ACC FCX PIPOCA CINZA,9502190001,3,0,left_only,-3,3
2724,VESTUARIO,JEANS,38,CALÇA JEANS,CALCA  CRN MSA MARCA DE TERCEIROS JEANS,9466010002,2,1,both,-1,1
2725,VESTUARIO,CHOCOLATE,GG,CALCINHA / BOTTOM,BERMUDA SUS E APP COTTON CHOCOLATE REF B,3741470004,2,2,both,0,0
2726,VESTUARIO,OFF WHITE,G,SHORT DOLL,SHORT DOLL MANGA CURTA JV CN ELLA  CROPP,9669640003,2,2,both,0,0
2727,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS CRN MSA INK Stone  Used Bigo,9456310004,5,0,left_only,-5,5
2728,VESTUARIO,CINZA,G,BERMUDOL/SHORT DOLL,BERMUDOLL MANGA CURTA CR PRD ELLA LISO C,9569850001,4,4,both,0,0
2729,VESTUARIO,PRETO,UNICO,ÓCULOS METAL,OCULOS  C5 MSA MAIS ACESSORIOS MET UNI D,9683560001,1,1,both,0,0
2730,VESTUARIO,AZUL,4,BERMUDA,BERMUDA C8 SLO INK BERMUDA INFO JUVO MAR,9633550004,1,0,left_only,-1,1
2731,VESTUARIO,PRETO,38,CALÇA SARJA,CALCA SARJA CRN MSA INK PUSH UP BOLSO SE,9415750001,1,0,left_only,-1,1
2732,VESTUARIO,JEANS,38,BOTTOM CURTO JEANS,SHORT JEANS CRN PRD INK RASGOS USED BIGO,9480250005,1,0,left_only,-1,1
2733,VESTUARIO,JEANS,36,CALÇA JEANS,CALCA JEANS CF MSA INK USED TANK DIRT LI,9579550001,1,0,left_only,-1,1
2734,VESTUARIO,CINZA,M,SHORT DOLL,SHORT DOLL MANGA CURTA JV CN SLO ELLA GO,9667060003,3,1,both,-2,2
2735,BELEZA,OTHER,OTHER,BATOM BASTÃO JEQUITI,JEQUITI AVIVA BATOM HIDRATANTE CASTANHO,8687920000,2,2,both,0,0
2736,ELETRO-ELETRONICOS,OTHER,OTHER,MOTOROLA,MOTO G22 AZUL 128GB,9588700000,10,10,both,0,0
2737,VESTUARIO,BEGE,42,BOTTOM CURTO SARJA,SHORT SARJA CRN PRD INK ELASTICO NA CINT,9480680003,1,1,both,0,0
2738,VESTUARIO,JEANS,8,CALÇA,CALCA C8 INFO PRD INK STONE USED TANK E,9483930003,3,0,left_only,-3,3
2739,VESTUARIO,JEANS,44,CALÇA JEANS,CALCA JEANS JV PRD INK USED TANK RASGOS,9479950006,1,0,left_only,-1,1
2740,VESTUARIO,ROSA,52,SOUTIEN / TOP,SOUTIEN TG P1 POA ROSA PTO LIV C7 52 ROS,9623180002,2,2,both,0,0
2741,VESTUARIO,JEANS,42,CALÇA JEANS,CALCA JEANS JV PRD INK RECORTE FRONTAL L,9579560004,2,2,both,0,0
2742,VESTUARIO,JEANS,44,BERMUDA JEANS,BERMUDA CS SLO INK RETA COM GANCHO MEDIO,9171540004,4,0,left_only,-4,4
2743,VESTUARIO,ROSA,P,CALCINHA / BOTTOM,3 CALCINHAS BIQ TRS ROSA  AMARELO VERDE,9627260002,3,1,both,-2,2
2744,BELEZA,OTHER,OTHER,SHAMPOO,SHAMPOO JEQUITI BARBIE  100 ML,9739830000,5,5,both,0,0
2745,VESTUARIO,MARROM,PP,JAQUETA/COLETE,JAQUETA MARROM CURTA  SAW 14423 PP MARRO,9659990006,1,0,left_only,-1,1
2746,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS CF MSA INK USED TANK LISO 01,9579540003,2,1,both,-1,1
2747,VESTUARIO,ROSA,38,CALÇA SARJA,CALCA SARJA CRN MSA INK PUSH UP BOLSO SE,9420010001,2,0,left_only,-2,2
2748,VESTUARIO,CINZA,GG,KIT CALCINHA,CALCINHA  PRD ELLA STAR ESTAMPADO CINZA,9388970002,1,1,both,0,0
2749,VESTUARIO,VERDE,38,SAIA,SHORT SARJA JV MSA INK CLOCHARD VERDE BA,9593130002,2,0,left_only,-2,2
2750,VESTUARIO,ROSA,G,CAMISOLA / ROBE,CAMISOLA MANGA CURTA CR PRD ELLA LISO 89,9590760001,11,9,both,-2,2
2751,VESTUARIO,ROSA,M,CALCINHA / BOTTOM,3 CALCINHAS APP TRS REF 51509 K200 POA R,9524810001,3,3,both,0,0
2752,VESTUARIO,PRETO,GG,SOUTIEN / TOP,SOUTIEN CJ PRD ELLA BASE ALONGADO LISO P,9687090003,3,3,both,0,0
2753,VESTUARIO,ROSA,M,KIT CALCINHA,CALCINHA JV CN SLO ELLA POA ESTAMPADO RO,9456470003,3,3,both,0,0
